Fips,County,Topic,Year,Count,Crude Rate,State Count,State Crude Rate
55131,Washington,Emergency Department Visits,2021,131,9.54,14703,25.01
55131,Washington,Emergency Department Visits,2022,166,12.05,15224,25.84
55131,Washington,Emergency Department Visits,2023,177,12.81,16690,28.24
55133,Waukesha,Emergency Department Visits,2002,985,26.72,25844,47.45
55133,Waukesha,Emergency Department Visits,2003,1008,27.14,27025,49.34
55133,Waukesha,Emergency Department Visits,2004,976,26.15,24992,45.35
55133,Waukesha,Emergency Department Visits,2005,1057,28.19,25532,46.07
55133,Waukesha,Emergency Department Visits,2006,905,24.06,23791,42.7
55133,Waukesha,Emergency Department Visits,2007,961,25.35,24155,43.12
55133,Waukesha,Emergency Department Visits,2008,993,26.07,24359,43.28
55133,Waukesha,Emergency Department Visits,2009,891,23.25,25168,44.51
55133,Waukesha,Emergency Department Visits,2010,741,19,22228,39.07
55133,Waukesha,Emergency Department Visits,2011,553,14.15,19549,34.24
55133,Waukesha,Emergency Department Visits,2012,592,15.08,20315,35.49
55133,Waukesha,Emergency Department Visits,2013,564,14.32,18640,32.46
55133,Waukesha,Emergency Department Visits,2014,587,14.86,21382,37.14
55133,Waukesha,Emergency Department Visits,2015,840,21.22,23843,41.4
55133,Waukesha,Emergency Department Visits,2016,668,16.76,20621,35.71
55133,Waukesha,Emergency Department Visits,2017,726,18.1,20348,35.12
55133,Waukesha,Emergency Department Visits,2018,604,15,19635,33.8
55133,Waukesha,Emergency Department Visits,2019,666,16.46,18986,32.6
55133,Waukesha,Emergency Department Visits,2020,417,10.23,12504,21.21
55133,Waukesha,Emergency Department Visits,2021,476,11.64,14703,25.01
55133,Waukesha,Emergency Department Visits,2022,558,13.6,15224,25.84
55133,Waukesha,Emergency Department Visits,2023,613,14.86,16690,28.24
55135,Waupaca,Emergency Department Visits,2002,195,37.37,25844,47.45
55135,Waupaca,Emergency Department Visits,2003,196,37.52,27025,49.34
55135,Waupaca,Emergency Department Visits,2004,204,39.09,24992,45.35
55135,Waupaca,Emergency Department Visits,2005,192,36.93,25532,46.07
55135,Waupaca,Emergency Department Visits,2006,198,38.06,23791,42.7
55135,Waupaca,Emergency Department Visits,2007,210,40.36,24155,43.12
55135,Waupaca,Emergency Department Visits,2008,230,44.35,24359,43.28
55135,Waupaca,Emergency Department Visits,2009,237,45.87,25168,44.51
55135,Waupaca,Emergency Department Visits,2010,235,44.83,22228,39.07
55135,Waupaca,Emergency Department Visits,2011,244,46.62,19549,34.24
55135,Waupaca,Emergency Department Visits,2012,212,40.75,20315,35.49
55135,Waupaca,Emergency Department Visits,2013,202,38.69,18640,32.46
55135,Waupaca,Emergency Department Visits,2014,224,43.02,21382,37.14
55135,Waupaca,Emergency Department Visits,2015,231,44.69,23843,41.4
55135,Waupaca,Emergency Department Visits,2016,198,38.6,20621,35.71
55135,Waupaca,Emergency Department Visits,2017,189,36.98,20348,35.12
55135,Waupaca,Emergency Department Visits,2018,154,30.17,19635,33.8
55135,Waupaca,Emergency Department Visits,2019,173,34.01,18986,32.6
55135,Waupaca,Emergency Department Visits,2020,115,22.2,12504,21.21
55135,Waupaca,Emergency Department Visits,2021,152,29.24,14703,25.01
55135,Waupaca,Emergency Department Visits,2022,125,24.27,15224,25.84
55135,Waupaca,Emergency Department Visits,2023,108,21.02,16690,28.24
55137,Waushara,Emergency Department Visits,2002,96,39.48,25844,47.45
55137,Waushara,Emergency Department Visits,2003,98,39.99,27025,49.34
55137,Waushara,Emergency Department Visits,2004,77,31.33,24992,45.35
55137,Waushara,Emergency Department Visits,2005,55,22.37,25532,46.07
55137,Waushara,Emergency Department Visits,2006,74,29.97,23791,42.7
55137,Waushara,Emergency Department Visits,2007,89,36.06,24155,43.12
55137,Waushara,Emergency Department Visits,2008,82,33.15,24359,43.28
55137,Waushara,Emergency Department Visits,2009,68,27.64,25168,44.51
55137,Waushara,Emergency Department Visits,2010,70,28.58,22228,39.07
55137,Waushara,Emergency Department Visits,2011,76,30.93,19549,34.24
55137,Waushara,Emergency Department Visits,2012,59,24.1,20315,35.49
55137,Waushara,Emergency Department Visits,2013,48,19.73,18640,32.46
55137,Waushara,Emergency Department Visits,2014,54,22.33,21382,37.14
55137,Waushara,Emergency Department Visits,2015,52,21.68,23843,41.4
55137,Waushara,Emergency Department Visits,2016,59,24.48,20621,35.71
55137,Waushara,Emergency Department Visits,2017,48,19.82,20348,35.12
55137,Waushara,Emergency Department Visits,2018,62,25.57,19635,33.8
55137,Waushara,Emergency Department Visits,2019,59,24.19,18986,32.6
55137,Waushara,Emergency Department Visits,2020,48,19.55,12504,21.21
55137,Waushara,Emergency Department Visits,2021,57,23.02,14703,25.01
55137,Waushara,Emergency Department Visits,2022,51,20.46,15224,25.84
55137,Waushara,Emergency Department Visits,2023,52,20.86,16690,28.24
55139,Winnebago,Emergency Department Visits,2002,523,33.01,25844,47.45
55139,Winnebago,Emergency Department Visits,2003,452,28.55,27025,49.34
55139,Winnebago,Emergency Department Visits,2004,438,27.61,24992,45.35
55139,Winnebago,Emergency Department Visits,2005,526,32.97,25532,46.07
55139,Winnebago,Emergency Department Visits,2006,469,29.23,23791,42.7
55139,Winnebago,Emergency Department Visits,2007,436,27,24155,43.12
55139,Winnebago,Emergency Department Visits,2008,524,32.33,24359,43.28
55139,Winnebago,Emergency Department Visits,2009,475,29.08,25168,44.51
55139,Winnebago,Emergency Department Visits,2010,444,26.59,22228,39.07
55139,Winnebago,Emergency Department Visits,2011,351,20.95,19549,34.24
55139,Winnebago,Emergency Department Visits,2012,377,22.36,20315,35.49
55139,Winnebago,Emergency Department Visits,2013,362,21.37,18640,32.46
55139,Winnebago,Emergency Department Visits,2014,439,25.9,21382,37.14
55139,Winnebago,Emergency Department Visits,2015,491,29.03,23843,41.4
55139,Winnebago,Emergency Department Visits,2016,415,24.44,20621,35.71
55139,Winnebago,Emergency Department Visits,2017,375,21.99,20348,35.12
55139,Winnebago,Emergency Department Visits,2018,379,22.19,19635,33.8
55139,Winnebago,Emergency Department Visits,2019,409,23.81,18986,32.6
55139,Winnebago,Emergency Department Visits,2020,328,19.09,12504,21.21
55139,Winnebago,Emergency Department Visits,2021,332,19.46,14703,25.01
55139,Winnebago,Emergency Department Visits,2022,368,21.56,15224,25.84
55139,Winnebago,Emergency Department Visits,2023,436,25.39,16690,28.24
55141,Wood,Emergency Department Visits,2002,184,24.5,25844,47.45
55141,Wood,Emergency Department Visits,2003,220,29.37,27025,49.34
55141,Wood,Emergency Department Visits,2004,213,28.48,24992,45.35
55141,Wood,Emergency Department Visits,2005,223,29.93,25532,46.07
55141,Wood,Emergency Department Visits,2006,208,28.1,23791,42.7
55141,Wood,Emergency Department Visits,2007,175,23.7,24155,43.12
55141,Wood,Emergency Department Visits,2008,147,19.91,24359,43.28
55141,Wood,Emergency Department Visits,2009,204,27.59,25168,44.51
55141,Wood,Emergency Department Visits,2010,210,28.08,22228,39.07
55141,Wood,Emergency Department Visits,2011,191,25.6,19549,34.24
55141,Wood,Emergency Department Visits,2012,144,19.37,20315,35.49
55141,Wood,Emergency Department Visits,2013,170,22.99,18640,32.46
55141,Wood,Emergency Department Visits,2014,201,27.31,21382,37.14
55141,Wood,Emergency Department Visits,2015,239,32.6,23843,41.4
55141,Wood,Emergency Department Visits,2016,229,31.27,20621,35.71
55141,Wood,Emergency Department Visits,2017,224,30.66,20348,35.12
55141,Wood,Emergency Department Visits,2018,181,24.85,19635,33.8
55141,Wood,Emergency Department Visits,2019,167,22.94,18986,32.6
55141,Wood,Emergency Department Visits,2020,103,13.88,12504,21.21
55141,Wood,Emergency Department Visits,2021,105,14.19,14703,25.01
55141,Wood,Emergency Department Visits,2022,152,20.6,15224,25.84
55141,Wood,Emergency Department Visits,2023,162,21.91,16690,28.24
55001,Adams,Hospitalizations,2000,20,10,5698,10.6
55001,Adams,Hospitalizations,2001,22,10.89,5474,10.12
55001,Adams,Hospitalizations,2002,18,8.85,5248,9.64
55001,Adams,Hospitalizations,2003,19,9.37,6119,11.17
55001,Adams,Hospitalizations,2004,7,3.45,5378,9.76
55001,Adams,Hospitalizations,2005,29,14.04,5593,10.09
55001,Adams,Hospitalizations,2006,15,7.3,5063,9.09
55001,Adams,Hospitalizations,2007,15,7.34,4989,8.91
55001,Adams,Hospitalizations,2008,10,4.93,5368,9.54
55001,Adams,Hospitalizations,2009,18,8.96,5412,9.57
55001,Adams,Hospitalizations,2010,-5,-5,4941,8.68
55001,Adams,Hospitalizations,2011,6,2.87,4744,8.31
55001,Adams,Hospitalizations,2012,13,6.33,5131,8.96
55001,Adams,Hospitalizations,2013,9,4.39,4986,8.68
55001,Adams,Hospitalizations,2014,11,5.44,5111,8.88
55001,Adams,Hospitalizations,2015,14,6.99,3954,6.86
55001,Adams,Hospitalizations,2016,4,2,1981,3.43
55001,Adams,Hospitalizations,2017,4,2.01,2019,3.49
55001,Adams,Hospitalizations,2018,7,3.43,2020,3.48
55001,Adams,Hospitalizations,2019,4,1.97,1687,2.9
55001,Adams,Hospitalizations,2020,2,0.97,934,1.58
55001,Adams,Hospitalizations,2021,1,0.48,1171,1.99
55001,Adams,Hospitalizations,2022,1,0.47,1303,2.21
55001,Adams,Hospitalizations,2023,2,0.93,1325,2.24
55003,Ashland,Hospitalizations,2000,12,7.12,5698,10.6
55003,Ashland,Hospitalizations,2001,18,10.71,5474,10.12
55003,Ashland,Hospitalizations,2002,21,12.51,5248,9.64
55003,Ashland,Hospitalizations,2003,32,19.18,6119,11.17
55003,Ashland,Hospitalizations,2004,16,9.65,5378,9.76
55003,Ashland,Hospitalizations,2005,18,10.95,5593,10.09
55003,Ashland,Hospitalizations,2006,12,7.3,5063,9.09
55003,Ashland,Hospitalizations,2007,14,8.62,4989,8.91
55003,Ashland,Hospitalizations,2008,17,10.48,5368,9.54
55003,Ashland,Hospitalizations,2009,15,9.27,5412,9.57
55003,Ashland,Hospitalizations,2010,9,5.57,4941,8.68
55003,Ashland,Hospitalizations,2011,13,8.08,4744,8.31
55003,Ashland,Hospitalizations,2012,11,6.92,5131,8.96
55003,Ashland,Hospitalizations,2013,-5,-5,4986,8.68
55003,Ashland,Hospitalizations,2014,8,4.97,5111,8.88
55003,Ashland,Hospitalizations,2015,9,5.69,3954,6.86
55003,Ashland,Hospitalizations,2016,9,5.76,1981,3.43
55003,Ashland,Hospitalizations,2017,6,3.87,2019,3.49
55003,Ashland,Hospitalizations,2018,7,4.5,2020,3.48
55003,Ashland,Hospitalizations,2019,6,3.87,1687,2.9
55003,Ashland,Hospitalizations,2020,1,0.62,934,1.58
55003,Ashland,Hospitalizations,2021,2,1.25,1171,1.99
55003,Ashland,Hospitalizations,2022,2,1.25,1303,2.21
55003,Ashland,Hospitalizations,2023,3,1.87,1325,2.24
55005,Barron,Hospitalizations,2000,47,10.44,5698,10.6
55005,Barron,Hospitalizations,2001,42,9.29,5474,10.12
55005,Barron,Hospitalizations,2002,27,5.94,5248,9.64
55005,Barron,Hospitalizations,2003,41,9.02,6119,11.17
55005,Barron,Hospitalizations,2004,22,4.82,5378,9.76
55005,Barron,Hospitalizations,2005,26,5.71,5593,10.09
55005,Barron,Hospitalizations,2006,29,6.35,5063,9.09
55005,Barron,Hospitalizations,2007,28,6.14,4989,8.91
55005,Barron,Hospitalizations,2008,23,5.04,5368,9.54
55005,Barron,Hospitalizations,2009,35,7.68,5412,9.57
55005,Barron,Hospitalizations,2010,22,4.8,4941,8.68
55005,Barron,Hospitalizations,2011,22,4.79,4744,8.31
55005,Barron,Hospitalizations,2012,17,3.71,5131,8.96
55005,Barron,Hospitalizations,2013,33,7.24,4986,8.68
55005,Barron,Hospitalizations,2014,22,4.84,5111,8.88
55005,Barron,Hospitalizations,2015,18,3.97,3954,6.86
55005,Barron,Hospitalizations,2016,11,2.43,1981,3.43
55005,Barron,Hospitalizations,2017,8,1.77,2019,3.49
55005,Barron,Hospitalizations,2018,5,1.11,2020,3.48
55005,Barron,Hospitalizations,2019,7,1.55,1687,2.9
55005,Barron,Hospitalizations,2020,8,1.71,934,1.58
55005,Barron,Hospitalizations,2021,11,2.36,1171,1.99
55005,Barron,Hospitalizations,2022,7,1.5,1303,2.21
55005,Barron,Hospitalizations,2023,3,0.64,1325,2.24
55007,Bayfield,Hospitalizations,2000,9,5.99,5698,10.6
55007,Bayfield,Hospitalizations,2001,26,17.28,5474,10.12
55007,Bayfield,Hospitalizations,2002,25,16.6,5248,9.64
55007,Bayfield,Hospitalizations,2003,28,18.6,6119,11.17
55007,Bayfield,Hospitalizations,2004,15,9.99,5378,9.76
55007,Bayfield,Hospitalizations,2005,14,9.35,5593,10.09
55007,Bayfield,Hospitalizations,2006,20,13.35,5063,9.09
55007,Bayfield,Hospitalizations,2007,20,13.31,4989,8.91
55007,Bayfield,Hospitalizations,2008,9,6.04,5368,9.54
55007,Bayfield,Hospitalizations,2009,9,6.09,5412,9.57
55007,Bayfield,Hospitalizations,2010,13,8.66,4941,8.68
55007,Bayfield,Hospitalizations,2011,6,3.97,4744,8.31
55007,Bayfield,Hospitalizations,2012,6,3.98,5131,8.96
55007,Bayfield,Hospitalizations,2013,6,3.97,4986,8.68
55007,Bayfield,Hospitalizations,2014,-5,-5,5111,8.88
55007,Bayfield,Hospitalizations,2015,10,6.68,3954,6.86
55007,Bayfield,Hospitalizations,2016,1,0.67,1981,3.43
55007,Bayfield,Hospitalizations,2017,4,2.66,2019,3.49
55007,Bayfield,Hospitalizations,2018,3,1.99,2020,3.48
55007,Bayfield,Hospitalizations,2019,4,2.64,1687,2.9
55007,Bayfield,Hospitalizations,2020,3,1.85,934,1.58
55007,Bayfield,Hospitalizations,2021,2,1.23,1171,1.99
55007,Bayfield,Hospitalizations,2022,3,1.8,1303,2.21
55007,Bayfield,Hospitalizations,2023,4,2.39,1325,2.24
55009,Brown,Hospitalizations,2000,206,9.06,5698,10.6
55009,Brown,Hospitalizations,2001,199,8.67,5474,10.12
55009,Brown,Hospitalizations,2002,195,8.4,5248,9.64
55009,Brown,Hospitalizations,2003,241,10.3,6119,11.17
55009,Brown,Hospitalizations,2004,192,8.11,5378,9.76
55009,Brown,Hospitalizations,2005,172,7.2,5593,10.09
55009,Brown,Hospitalizations,2006,196,8.15,5063,9.09
55009,Brown,Hospitalizations,2007,179,7.36,4989,8.91
55009,Brown,Hospitalizations,2008,156,6.38,5368,9.54
55009,Brown,Hospitalizations,2009,191,7.72,5412,9.57
55009,Brown,Hospitalizations,2010,167,6.72,4941,8.68
55009,Brown,Hospitalizations,2011,140,5.59,4744,8.31
55009,Brown,Hospitalizations,2012,138,5.45,5131,8.96
55009,Brown,Hospitalizations,2013,136,5.34,4986,8.68
55009,Brown,Hospitalizations,2014,112,4.36,5111,8.88
55009,Brown,Hospitalizations,2015,90,3.49,3954,6.86
55009,Brown,Hospitalizations,2016,77,2.97,1981,3.43
55009,Brown,Hospitalizations,2017,79,3.02,2019,3.49
55009,Brown,Hospitalizations,2018,90,3.42,2020,3.48
55009,Brown,Hospitalizations,2019,86,3.26,1687,2.9
55009,Brown,Hospitalizations,2020,38,1.41,934,1.58
55009,Brown,Hospitalizations,2021,49,1.82,1171,1.99
55009,Brown,Hospitalizations,2022,75,2.78,1303,2.21
55009,Brown,Hospitalizations,2023,51,1.88,1325,2.24
55011,Buffalo,Hospitalizations,2000,-5,-5,5698,10.6
55011,Buffalo,Hospitalizations,2001,6,4.33,5474,10.12
55011,Buffalo,Hospitalizations,2002,11,8,5248,9.64
55011,Buffalo,Hospitalizations,2003,10,7.27,6119,11.17
55011,Buffalo,Hospitalizations,2004,9,6.56,5378,9.76
55011,Buffalo,Hospitalizations,2005,12,8.65,5593,10.09
55011,Buffalo,Hospitalizations,2006,15,10.88,5063,9.09
55011,Buffalo,Hospitalizations,2007,9,6.55,4989,8.91
55011,Buffalo,Hospitalizations,2008,8,5.89,5368,9.54
55011,Buffalo,Hospitalizations,2009,-5,-5,5412,9.57
55011,Buffalo,Hospitalizations,2010,-5,-5,4941,8.68
55011,Buffalo,Hospitalizations,2011,-5,-5,4744,8.31
55011,Buffalo,Hospitalizations,2012,9,6.75,5131,8.96
55011,Buffalo,Hospitalizations,2013,-5,-5,4986,8.68
55011,Buffalo,Hospitalizations,2014,-5,-5,5111,8.88
55011,Buffalo,Hospitalizations,2015,-5,-5,3954,6.86
55011,Buffalo,Hospitalizations,2016,1,0.76,1981,3.43
55011,Buffalo,Hospitalizations,2017,4,3.05,2019,3.49
55011,Buffalo,Hospitalizations,2018,4,3.05,2020,3.48
55011,Buffalo,Hospitalizations,2019,3,2.31,1687,2.9
55011,Buffalo,Hospitalizations,2020,1,0.75,934,1.58
55011,Buffalo,Hospitalizations,2021,1,0.75,1171,1.99
55011,Buffalo,Hospitalizations,2022,2,1.49,1303,2.21
55011,Buffalo,Hospitalizations,2023,1,0.75,1325,2.24
55013,Burnett,Hospitalizations,2000,16,10.18,5698,10.6
55013,Burnett,Hospitalizations,2001,13,8.2,5474,10.12
55013,Burnett,Hospitalizations,2002,15,9.38,5248,9.64
55013,Burnett,Hospitalizations,2003,16,9.9,6119,11.17
55013,Burnett,Hospitalizations,2004,13,7.97,5378,9.76
55013,Burnett,Hospitalizations,2005,13,7.98,5593,10.09
55013,Burnett,Hospitalizations,2006,10,6.16,5063,9.09
55013,Burnett,Hospitalizations,2007,15,9.27,4989,8.91
55013,Burnett,Hospitalizations,2008,11,6.89,5368,9.54
55013,Burnett,Hospitalizations,2009,10,6.3,5412,9.57
55013,Burnett,Hospitalizations,2010,10,6.48,4941,8.68
55013,Burnett,Hospitalizations,2011,16,10.32,4744,8.31
55013,Burnett,Hospitalizations,2012,15,9.77,5131,8.96
55013,Burnett,Hospitalizations,2013,9,5.88,4986,8.68
55013,Burnett,Hospitalizations,2014,11,7.18,5111,8.88
55013,Burnett,Hospitalizations,2015,-5,-5,3954,6.86
55013,Burnett,Hospitalizations,2016,5,3.28,1981,3.43
55013,Burnett,Hospitalizations,2017,4,2.61,2019,3.49
55013,Burnett,Hospitalizations,2018,3,1.96,2020,3.48
55013,Burnett,Hospitalizations,2019,0,0,1687,2.9
55013,Burnett,Hospitalizations,2020,3,1.81,934,1.58
55013,Burnett,Hospitalizations,2021,3,1.79,1171,1.99
55013,Burnett,Hospitalizations,2022,3,1.77,1303,2.21
55013,Burnett,Hospitalizations,2023,4,2.34,1325,2.24
55015,Calumet,Hospitalizations,2000,18,4.42,5698,10.6
55015,Calumet,Hospitalizations,2001,26,6.27,5474,10.12
55015,Calumet,Hospitalizations,2002,21,4.94,5248,9.64
55015,Calumet,Hospitalizations,2003,20,4.61,6119,11.17
55015,Calumet,Hospitalizations,2004,-5,-5,5378,9.76
55015,Calumet,Hospitalizations,2005,14,3.18,5593,10.09
55015,Calumet,Hospitalizations,2006,13,2.94,5063,9.09
55015,Calumet,Hospitalizations,2007,19,4.29,4989,8.91
55015,Calumet,Hospitalizations,2008,8,1.79,5368,9.54
55015,Calumet,Hospitalizations,2009,8,1.79,5412,9.57
55015,Calumet,Hospitalizations,2010,10,2.04,4941,8.68
55015,Calumet,Hospitalizations,2011,7,1.41,4744,8.31
55015,Calumet,Hospitalizations,2012,7,1.41,5131,8.96
55015,Calumet,Hospitalizations,2013,9,1.81,4986,8.68
55015,Calumet,Hospitalizations,2014,9,1.82,5111,8.88
55015,Calumet,Hospitalizations,2015,9,1.81,3954,6.86
55015,Calumet,Hospitalizations,2016,2,0.4,1981,3.43
55015,Calumet,Hospitalizations,2017,2,0.4,2019,3.49
55015,Calumet,Hospitalizations,2018,10,2,2020,3.48
55015,Calumet,Hospitalizations,2019,9,1.8,1687,2.9
55015,Calumet,Hospitalizations,2020,2,0.38,934,1.58
55015,Calumet,Hospitalizations,2021,10,1.9,1171,1.99
55015,Calumet,Hospitalizations,2022,6,1.14,1303,2.21
55015,Calumet,Hospitalizations,2023,10,1.88,1325,2.24
55017,Chippewa,Hospitalizations,2000,89,16.09,5698,10.6
55017,Chippewa,Hospitalizations,2001,69,12.39,5474,10.12
55017,Chippewa,Hospitalizations,2002,61,10.88,5248,9.64
55017,Chippewa,Hospitalizations,2003,65,11.46,6119,11.17
55017,Chippewa,Hospitalizations,2004,61,10.46,5378,9.76
55017,Chippewa,Hospitalizations,2005,60,10.15,5593,10.09
55017,Chippewa,Hospitalizations,2006,57,9.6,5063,9.09
55017,Chippewa,Hospitalizations,2007,41,6.84,4989,8.91
55017,Chippewa,Hospitalizations,2008,50,8.29,5368,9.54
55017,Chippewa,Hospitalizations,2009,65,10.72,5412,9.57
55017,Chippewa,Hospitalizations,2010,58,9.26,4941,8.68
55017,Chippewa,Hospitalizations,2011,59,9.38,4744,8.31
55017,Chippewa,Hospitalizations,2012,53,8.41,5131,8.96
55017,Chippewa,Hospitalizations,2013,56,8.86,4986,8.68
55017,Chippewa,Hospitalizations,2014,46,7.25,5111,8.88
55017,Chippewa,Hospitalizations,2015,31,4.89,3954,6.86
55017,Chippewa,Hospitalizations,2016,9,1.42,1981,3.43
55017,Chippewa,Hospitalizations,2017,17,2.67,2019,3.49
55017,Chippewa,Hospitalizations,2018,21,3.28,2020,3.48
55017,Chippewa,Hospitalizations,2019,20,3.09,1687,2.9
55017,Chippewa,Hospitalizations,2020,10,1.51,934,1.58
55017,Chippewa,Hospitalizations,2021,19,2.85,1171,1.99
55017,Chippewa,Hospitalizations,2022,18,2.7,1303,2.21
55017,Chippewa,Hospitalizations,2023,12,1.79,1325,2.24
55019,Clark,Hospitalizations,2000,29,8.62,5698,10.6
55019,Clark,Hospitalizations,2001,37,11.01,5474,10.12
55019,Clark,Hospitalizations,2002,36,10.73,5248,9.64
55019,Clark,Hospitalizations,2003,24,7.14,6119,11.17
55019,Clark,Hospitalizations,2004,22,6.54,5378,9.76
55019,Clark,Hospitalizations,2005,30,8.93,5593,10.09
55019,Clark,Hospitalizations,2006,18,5.37,5063,9.09
55019,Clark,Hospitalizations,2007,22,6.58,4989,8.91
55019,Clark,Hospitalizations,2008,33,9.85,5368,9.54
55019,Clark,Hospitalizations,2009,25,7.48,5412,9.57
55019,Clark,Hospitalizations,2010,34,9.8,4941,8.68
55019,Clark,Hospitalizations,2011,30,8.64,4744,8.31
55019,Clark,Hospitalizations,2012,36,10.45,5131,8.96
55019,Clark,Hospitalizations,2013,20,5.79,4986,8.68
55019,Clark,Hospitalizations,2014,32,9.3,5111,8.88
55019,Clark,Hospitalizations,2015,10,2.91,3954,6.86
55019,Clark,Hospitalizations,2016,10,2.9,1981,3.43
55019,Clark,Hospitalizations,2017,6,1.73,2019,3.49
55019,Clark,Hospitalizations,2018,8,2.3,2020,3.48
55019,Clark,Hospitalizations,2019,9,2.59,1687,2.9
55019,Clark,Hospitalizations,2020,7,2.02,934,1.58
55019,Clark,Hospitalizations,2021,9,2.59,1171,1.99
55019,Clark,Hospitalizations,2022,3,0.86,1303,2.21
55019,Clark,Hospitalizations,2023,3,0.86,1325,2.24
55021,Columbia,Hospitalizations,2000,33,6.27,5698,10.6
55021,Columbia,Hospitalizations,2001,47,8.87,5474,10.12
55021,Columbia,Hospitalizations,2002,44,8.28,5248,9.64
55021,Columbia,Hospitalizations,2003,35,6.52,6119,11.17
55021,Columbia,Hospitalizations,2004,26,4.78,5378,9.76
55021,Columbia,Hospitalizations,2005,48,8.8,5593,10.09
55021,Columbia,Hospitalizations,2006,45,8.21,5063,9.09
55021,Columbia,Hospitalizations,2007,42,7.63,4989,8.91
55021,Columbia,Hospitalizations,2008,47,8.52,5368,9.54
55021,Columbia,Hospitalizations,2009,60,10.88,5412,9.57
55021,Columbia,Hospitalizations,2010,43,7.56,4941,8.68
55021,Columbia,Hospitalizations,2011,40,7.05,4744,8.31
55021,Columbia,Hospitalizations,2012,46,8.15,5131,8.96
55021,Columbia,Hospitalizations,2013,45,7.95,4986,8.68
55021,Columbia,Hospitalizations,2014,42,7.42,5111,8.88
55021,Columbia,Hospitalizations,2015,25,4.41,3954,6.86
55021,Columbia,Hospitalizations,2016,17,2.99,1981,3.43
55021,Columbia,Hospitalizations,2017,15,2.62,2019,3.49
55021,Columbia,Hospitalizations,2018,13,2.27,2020,3.48
55021,Columbia,Hospitalizations,2019,17,2.95,1687,2.9
55021,Columbia,Hospitalizations,2020,6,1.03,934,1.58
55021,Columbia,Hospitalizations,2021,10,1.71,1171,1.99
55021,Columbia,Hospitalizations,2022,8,1.37,1303,2.21
55021,Columbia,Hospitalizations,2023,6,1.03,1325,2.24
55023,Crawford,Hospitalizations,2000,9,5.22,5698,10.6
55023,Crawford,Hospitalizations,2001,10,5.88,5474,10.12
55023,Crawford,Hospitalizations,2002,7,4.12,5248,9.64
55023,Crawford,Hospitalizations,2003,16,9.49,6119,11.17
55023,Crawford,Hospitalizations,2004,7,4.12,5378,9.76
55023,Crawford,Hospitalizations,2005,10,5.93,5593,10.09
55023,Crawford,Hospitalizations,2006,7,4.13,5063,9.09
55023,Crawford,Hospitalizations,2007,8,4.73,4989,8.91
55023,Crawford,Hospitalizations,2008,12,7.15,5368,9.54
55023,Crawford,Hospitalizations,2009,-5,-5,5412,9.57
55023,Crawford,Hospitalizations,2010,7,4.21,4941,8.68
55023,Crawford,Hospitalizations,2011,15,9,4744,8.31
55023,Crawford,Hospitalizations,2012,12,7.26,5131,8.96
55023,Crawford,Hospitalizations,2013,12,7.31,4986,8.68
55023,Crawford,Hospitalizations,2014,8,4.88,5111,8.88
55023,Crawford,Hospitalizations,2015,8,4.9,3954,6.86
55023,Crawford,Hospitalizations,2016,3,1.85,1981,3.43
55023,Crawford,Hospitalizations,2017,7,4.33,2019,3.49
55023,Crawford,Hospitalizations,2018,2,1.23,2020,3.48
55023,Crawford,Hospitalizations,2019,4,2.48,1687,2.9
55023,Crawford,Hospitalizations,2020,2,1.24,934,1.58
55023,Crawford,Hospitalizations,2021,1,0.62,1171,1.99
55023,Crawford,Hospitalizations,2022,1,0.62,1303,2.21
55023,Crawford,Hospitalizations,2023,1,0.63,1325,2.24
55025,Dane,Hospitalizations,2000,366,8.54,5698,10.6
55025,Dane,Hospitalizations,2001,344,7.89,5474,10.12
55025,Dane,Hospitalizations,2002,299,6.74,5248,9.64
55025,Dane,Hospitalizations,2003,315,7.01,6119,11.17
55025,Dane,Hospitalizations,2004,284,6.23,5378,9.76
55025,Dane,Hospitalizations,2005,354,7.66,5593,10.09
55025,Dane,Hospitalizations,2006,278,5.93,5063,9.09
55025,Dane,Hospitalizations,2007,326,6.84,4989,8.91
55025,Dane,Hospitalizations,2008,378,7.82,5368,9.54
55025,Dane,Hospitalizations,2009,367,7.47,5412,9.57
55025,Dane,Hospitalizations,2010,346,7.08,4941,8.68
55025,Dane,Hospitalizations,2011,380,7.66,4744,8.31
55025,Dane,Hospitalizations,2012,364,7.23,5131,8.96
55025,Dane,Hospitalizations,2013,335,6.57,4986,8.68
55025,Dane,Hospitalizations,2014,342,6.62,5111,8.88
55025,Dane,Hospitalizations,2015,254,4.87,3954,6.86
55025,Dane,Hospitalizations,2016,207,3.89,1981,3.43
55025,Dane,Hospitalizations,2017,204,3.79,2019,3.49
55025,Dane,Hospitalizations,2018,193,3.56,2020,3.48
55025,Dane,Hospitalizations,2019,146,2.67,1687,2.9
55025,Dane,Hospitalizations,2020,81,1.44,934,1.58
55025,Dane,Hospitalizations,2021,89,1.58,1171,1.99
55025,Dane,Hospitalizations,2022,95,1.67,1303,2.21
55025,Dane,Hospitalizations,2023,103,1.79,1325,2.24
55027,Dodge,Hospitalizations,2000,77,8.95,5698,10.6
55027,Dodge,Hospitalizations,2001,53,6.14,5474,10.12
55027,Dodge,Hospitalizations,2002,56,6.46,5248,9.64
55027,Dodge,Hospitalizations,2003,83,9.55,6119,11.17
55027,Dodge,Hospitalizations,2004,61,6.98,5378,9.76
