FIPS,COUNTY,TOPIC,YEAR,COUNT,CRUDERATE,ST_COUNT,ST_CRUDERATE
55133,Waukesha,Emergency Department Visits,2017,1272,45.04,29448,74.49
55133,Waukesha,Emergency Department Visits,2018,1041,36.55,26936,67.65
55133,Waukesha,Emergency Department Visits,2019,1089,37.9,26987,67.31
55133,Waukesha,Emergency Department Visits,2020,627,21.63,17203,42.44
55133,Waukesha,Emergency Department Visits,2021,766,26.22,17867,43.95
55133,Waukesha,Emergency Department Visits,2022,795,27.02,19464,47.69
55135,Waupaca,Emergency Department Visits,2002,188,53.1,16086,45.51
55135,Waupaca,Emergency Department Visits,2003,251,70.43,16118,45.23
55135,Waupaca,Emergency Department Visits,2004,252,70.35,15446,42.95
55135,Waupaca,Emergency Department Visits,2005,270,74.99,17393,47.9
55135,Waupaca,Emergency Department Visits,2006,285,78.28,16394,44.74
55135,Waupaca,Emergency Department Visits,2007,247,67.53,17891,48.31
55135,Waupaca,Emergency Department Visits,2008,271,73.81,20578,55.03
55135,Waupaca,Emergency Department Visits,2009,267,72.58,19761,52.37
55135,Waupaca,Emergency Department Visits,2010,247,66.56,20144,52.96
55135,Waupaca,Emergency Department Visits,2011,323,87.05,21217,55.46
55135,Waupaca,Emergency Department Visits,2012,308,83.31,20725,53.9
55135,Waupaca,Emergency Department Visits,2013,342,92.27,20150,52.13
55135,Waupaca,Emergency Department Visits,2014,397,107.08,21484,55.3
55135,Waupaca,Emergency Department Visits,2015,382,103.39,23367,59.88
55135,Waupaca,Emergency Department Visits,2016,364,98.58,26449,67.4
55135,Waupaca,Emergency Department Visits,2017,391,105.82,29448,74.49
55135,Waupaca,Emergency Department Visits,2018,285,76.9,26936,67.65
55135,Waupaca,Emergency Department Visits,2019,305,82.47,26987,67.31
55135,Waupaca,Emergency Department Visits,2020,236,62.97,17203,42.44
55135,Waupaca,Emergency Department Visits,2021,249,65.62,17867,43.95
55135,Waupaca,Emergency Department Visits,2022,212,56.37,19464,47.69
55137,Waushara,Emergency Department Visits,2002,95,54.63,16086,45.51
55137,Waushara,Emergency Department Visits,2003,109,62.14,16118,45.23
55137,Waushara,Emergency Department Visits,2004,100,56.64,15446,42.95
55137,Waushara,Emergency Department Visits,2005,110,62.07,17393,47.9
55137,Waushara,Emergency Department Visits,2006,110,61.59,16394,44.74
55137,Waushara,Emergency Department Visits,2007,112,62.35,17891,48.31
55137,Waushara,Emergency Department Visits,2008,149,82.09,20578,55.03
55137,Waushara,Emergency Department Visits,2009,126,69.66,19761,52.37
55137,Waushara,Emergency Department Visits,2010,158,87.05,20144,52.96
55137,Waushara,Emergency Department Visits,2011,167,91.81,21217,55.46
55137,Waushara,Emergency Department Visits,2012,169,93.12,20725,53.9
55137,Waushara,Emergency Department Visits,2013,163,90.18,20150,52.13
55137,Waushara,Emergency Department Visits,2014,141,78.32,21484,55.3
55137,Waushara,Emergency Department Visits,2015,110,61.36,23367,59.88
55137,Waushara,Emergency Department Visits,2016,170,94.2,26449,67.4
55137,Waushara,Emergency Department Visits,2017,218,119.98,29448,74.49
55137,Waushara,Emergency Department Visits,2018,274,149.66,26936,67.65
55137,Waushara,Emergency Department Visits,2019,244,132.23,26987,67.31
55137,Waushara,Emergency Department Visits,2020,152,81.8,17203,42.44
55137,Waushara,Emergency Department Visits,2021,167,89.03,17867,43.95
55137,Waushara,Emergency Department Visits,2022,137,72.28,19464,47.69
55139,Winnebago,Emergency Department Visits,2002,230,22.32,16086,45.51
55139,Winnebago,Emergency Department Visits,2003,250,24.07,16118,45.23
55139,Winnebago,Emergency Department Visits,2004,216,20.59,15446,42.95
55139,Winnebago,Emergency Department Visits,2005,278,26.2,17393,47.9
55139,Winnebago,Emergency Department Visits,2006,290,27.07,16394,44.74
55139,Winnebago,Emergency Department Visits,2007,364,33.69,17891,48.31
55139,Winnebago,Emergency Department Visits,2008,399,36.58,20578,55.03
55139,Winnebago,Emergency Department Visits,2009,473,42.86,19761,52.37
55139,Winnebago,Emergency Department Visits,2010,417,37.54,20144,52.96
55139,Winnebago,Emergency Department Visits,2011,441,39.58,21217,55.46
55139,Winnebago,Emergency Department Visits,2012,474,42.36,20725,53.9
55139,Winnebago,Emergency Department Visits,2013,450,39.98,20150,52.13
55139,Winnebago,Emergency Department Visits,2014,496,43.88,21484,55.3
55139,Winnebago,Emergency Department Visits,2015,523,46.11,23367,59.88
55139,Winnebago,Emergency Department Visits,2016,645,56.51,26449,67.4
55139,Winnebago,Emergency Department Visits,2017,704,61.13,29448,74.49
55139,Winnebago,Emergency Department Visits,2018,671,58.06,26936,67.65
55139,Winnebago,Emergency Department Visits,2019,728,62.38,26987,67.31
55139,Winnebago,Emergency Department Visits,2020,445,38.21,17203,42.44
55139,Winnebago,Emergency Department Visits,2021,432,37.13,17867,43.95
55139,Winnebago,Emergency Department Visits,2022,474,40.61,19464,47.69
55141,Wood,Emergency Department Visits,2002,253,50.07,16086,45.51
55141,Wood,Emergency Department Visits,2003,279,55.14,16118,45.23
55141,Wood,Emergency Department Visits,2004,226,44.53,15446,42.95
55141,Wood,Emergency Department Visits,2005,237,46.55,17393,47.9
55141,Wood,Emergency Department Visits,2006,234,45.9,16394,44.74
55141,Wood,Emergency Department Visits,2007,281,54.82,17891,48.31
55141,Wood,Emergency Department Visits,2008,362,70.14,20578,55.03
55141,Wood,Emergency Department Visits,2009,343,66.05,19761,52.37
55141,Wood,Emergency Department Visits,2010,449,86.02,20144,52.96
55141,Wood,Emergency Department Visits,2011,501,95.72,21217,55.46
55141,Wood,Emergency Department Visits,2012,411,78.53,20725,53.9
55141,Wood,Emergency Department Visits,2013,441,84.64,20150,52.13
55141,Wood,Emergency Department Visits,2014,496,95.48,21484,55.3
55141,Wood,Emergency Department Visits,2015,600,115.66,23367,59.88
55141,Wood,Emergency Department Visits,2016,616,118.72,26449,67.4
55141,Wood,Emergency Department Visits,2017,546,105.28,29448,74.49
55141,Wood,Emergency Department Visits,2018,395,76.16,26936,67.65
55141,Wood,Emergency Department Visits,2019,416,80.1,26987,67.31
55141,Wood,Emergency Department Visits,2020,295,55.9,17203,42.44
55141,Wood,Emergency Department Visits,2021,238,45.05,17867,43.95
55141,Wood,Emergency Department Visits,2022,316,59.7,19464,47.69
55001,Adams,Hospitalizations,2000,43,28.77,7874,22.62
55001,Adams,Hospitalizations,2001,72,47.49,7766,22.16
55001,Adams,Hospitalizations,2002,73,47.54,7425,21.01
55001,Adams,Hospitalizations,2003,60,38.92,7385,20.72
55001,Adams,Hospitalizations,2004,49,31.5,6857,19.07
55001,Adams,Hospitalizations,2005,43,26.86,7885,21.72
55001,Adams,Hospitalizations,2006,60,37.27,7077,19.31
55001,Adams,Hospitalizations,2007,39,24.21,7410,20.01
55001,Adams,Hospitalizations,2008,51,31.58,8732,23.35
55001,Adams,Hospitalizations,2009,43,26.62,8450,22.4
55001,Adams,Hospitalizations,2010,50,30.75,8233,21.64
55001,Adams,Hospitalizations,2011,38,23.39,8520,22.27
55001,Adams,Hospitalizations,2012,32,19.91,8376,21.78
55001,Adams,Hospitalizations,2013,33,20.49,8232,21.3
55001,Adams,Hospitalizations,2014,38,23.83,7762,19.98
55001,Adams,Hospitalizations,2015,47,29.56,8038,20.6
55001,Adams,Hospitalizations,2016,41,25.81,9257,23.59
55001,Adams,Hospitalizations,2017,52,32.55,10980,27.78
55001,Adams,Hospitalizations,2018,55,33.67,8443,21.2
55001,Adams,Hospitalizations,2019,44,26.98,7486,18.67
55001,Adams,Hospitalizations,2020,29,17.41,4476,11.04
55001,Adams,Hospitalizations,2021,21,12.48,4235,10.42
55001,Adams,Hospitalizations,2022,16,9.27,4210,10.32
55003,Ashland,Hospitalizations,2000,31,29.03,7874,22.62
55003,Ashland,Hospitalizations,2001,33,30.94,7766,22.16
55003,Ashland,Hospitalizations,2002,43,40.36,7425,21.01
55003,Ashland,Hospitalizations,2003,38,35.57,7385,20.72
55003,Ashland,Hospitalizations,2004,34,31.73,6857,19.07
55003,Ashland,Hospitalizations,2005,32,29.85,7885,21.72
55003,Ashland,Hospitalizations,2006,24,22.35,7077,19.31
55003,Ashland,Hospitalizations,2007,20,18.72,7410,20.01
55003,Ashland,Hospitalizations,2008,43,40.07,8732,23.35
55003,Ashland,Hospitalizations,2009,24,22.29,8450,22.4
55003,Ashland,Hospitalizations,2010,40,37.07,8233,21.64
55003,Ashland,Hospitalizations,2011,37,34.37,8520,22.27
55003,Ashland,Hospitalizations,2012,29,27.04,8376,21.78
55003,Ashland,Hospitalizations,2013,39,36.27,8232,21.3
55003,Ashland,Hospitalizations,2014,42,38.99,7762,19.98
55003,Ashland,Hospitalizations,2015,49,45.53,8038,20.6
55003,Ashland,Hospitalizations,2016,36,33.65,9257,23.59
55003,Ashland,Hospitalizations,2017,61,57.29,10980,27.78
55003,Ashland,Hospitalizations,2018,46,43.13,8443,21.2
55003,Ashland,Hospitalizations,2019,40,37.39,7486,18.67
55003,Ashland,Hospitalizations,2020,16,14.47,4476,11.04
55003,Ashland,Hospitalizations,2021,38,34.22,4235,10.42
55003,Ashland,Hospitalizations,2022,41,36.62,4210,10.32
55005,Barron,Hospitalizations,2000,81,27,7874,22.62
55005,Barron,Hospitalizations,2001,73,24.12,7766,22.16
55005,Barron,Hospitalizations,2002,73,23.89,7425,21.01
55005,Barron,Hospitalizations,2003,70,22.79,7385,20.72
55005,Barron,Hospitalizations,2004,81,26.18,6857,19.07
55005,Barron,Hospitalizations,2005,74,23.66,7885,21.72
55005,Barron,Hospitalizations,2006,87,27.6,7077,19.31
55005,Barron,Hospitalizations,2007,92,28.98,7410,20.01
55005,Barron,Hospitalizations,2008,98,30.65,8732,23.35
55005,Barron,Hospitalizations,2009,82,25.54,8450,22.4
55005,Barron,Hospitalizations,2010,110,34.04,8233,21.64
55005,Barron,Hospitalizations,2011,77,23.75,8520,22.27
55005,Barron,Hospitalizations,2012,119,36.71,8376,21.78
55005,Barron,Hospitalizations,2013,98,30.3,8232,21.3
55005,Barron,Hospitalizations,2014,96,29.88,7762,19.98
55005,Barron,Hospitalizations,2015,95,29.56,8038,20.6
55005,Barron,Hospitalizations,2016,114,35.54,9257,23.59
55005,Barron,Hospitalizations,2017,159,49.43,10980,27.78
55005,Barron,Hospitalizations,2018,109,33.88,8443,21.2
55005,Barron,Hospitalizations,2019,100,30.9,7486,18.67
55005,Barron,Hospitalizations,2020,64,19.12,4476,11.04
55005,Barron,Hospitalizations,2021,45,13.4,4235,10.42
55005,Barron,Hospitalizations,2022,55,16.27,4210,10.32
55007,Bayfield,Hospitalizations,2000,30,28.5,7874,22.62
55007,Bayfield,Hospitalizations,2001,27,25.38,7766,22.16
55007,Bayfield,Hospitalizations,2002,26,24.07,7425,21.01
55007,Bayfield,Hospitalizations,2003,37,33.94,7385,20.72
55007,Bayfield,Hospitalizations,2004,19,17.25,6857,19.07
55007,Bayfield,Hospitalizations,2005,32,28.91,7885,21.72
55007,Bayfield,Hospitalizations,2006,27,24.16,7077,19.31
55007,Bayfield,Hospitalizations,2007,24,21.15,7410,20.01
55007,Bayfield,Hospitalizations,2008,32,28.04,8732,23.35
55007,Bayfield,Hospitalizations,2009,37,32.53,8450,22.4
55007,Bayfield,Hospitalizations,2010,25,21.94,8233,21.64
55007,Bayfield,Hospitalizations,2011,30,26.25,8520,22.27
55007,Bayfield,Hospitalizations,2012,21,18.39,8376,21.78
55007,Bayfield,Hospitalizations,2013,9,7.86,8232,21.3
55007,Bayfield,Hospitalizations,2014,21,18.42,7762,19.98
55007,Bayfield,Hospitalizations,2015,23,20.2,8038,20.6
55007,Bayfield,Hospitalizations,2016,22,19.32,9257,23.59
55007,Bayfield,Hospitalizations,2017,30,26.13,10980,27.78
55007,Bayfield,Hospitalizations,2018,29,25.02,8443,21.2
55007,Bayfield,Hospitalizations,2019,31,26.49,7486,18.67
55007,Bayfield,Hospitalizations,2020,14,11.21,4476,11.04
55007,Bayfield,Hospitalizations,2021,23,18.19,4235,10.42
55007,Bayfield,Hospitalizations,2022,23,17.79,4210,10.32
55009,Brown,Hospitalizations,2000,268,18.6,7874,22.62
55009,Brown,Hospitalizations,2001,253,17.38,7766,22.16
55009,Brown,Hospitalizations,2002,244,16.55,7425,21.01
55009,Brown,Hospitalizations,2003,210,14.09,7385,20.72
55009,Brown,Hospitalizations,2004,209,13.85,6857,19.07
55009,Brown,Hospitalizations,2005,261,17.08,7885,21.72
55009,Brown,Hospitalizations,2006,212,13.74,7077,19.31
55009,Brown,Hospitalizations,2007,218,13.95,7410,20.01
55009,Brown,Hospitalizations,2008,277,17.52,8732,23.35
55009,Brown,Hospitalizations,2009,245,15.31,8450,22.4
55009,Brown,Hospitalizations,2010,192,11.84,8233,21.64
55009,Brown,Hospitalizations,2011,190,11.58,8520,22.27
55009,Brown,Hospitalizations,2012,163,9.81,8376,21.78
55009,Brown,Hospitalizations,2013,198,11.81,8232,21.3
55009,Brown,Hospitalizations,2014,148,8.73,7762,19.98
55009,Brown,Hospitalizations,2015,166,9.7,8038,20.6
55009,Brown,Hospitalizations,2016,184,10.65,9257,23.59
55009,Brown,Hospitalizations,2017,257,14.71,10980,27.78
55009,Brown,Hospitalizations,2018,198,11.23,8443,21.2
55009,Brown,Hospitalizations,2019,221,12.44,7486,18.67
55009,Brown,Hospitalizations,2020,160,8.86,4476,11.04
55009,Brown,Hospitalizations,2021,120,6.6,4235,10.42
55009,Brown,Hospitalizations,2022,122,6.67,4210,10.32
55011,Buffalo,Hospitalizations,2000,19,20.23,7874,22.62
55011,Buffalo,Hospitalizations,2001,21,22.3,7766,22.16
55011,Buffalo,Hospitalizations,2002,11,11.68,7425,21.01
55011,Buffalo,Hospitalizations,2003,13,13.75,7385,20.72
55011,Buffalo,Hospitalizations,2004,21,22.2,6857,19.07
55011,Buffalo,Hospitalizations,2005,31,32.27,7885,21.72
55011,Buffalo,Hospitalizations,2006,26,27.09,7077,19.31
55011,Buffalo,Hospitalizations,2007,28,29.01,7410,20.01
55011,Buffalo,Hospitalizations,2008,26,26.98,8732,23.35
55011,Buffalo,Hospitalizations,2009,17,17.7,8450,22.4
55011,Buffalo,Hospitalizations,2010,25,26.01,8233,21.64
55011,Buffalo,Hospitalizations,2011,26,27.25,8520,22.27
55011,Buffalo,Hospitalizations,2012,26,27.22,8376,21.78
55011,Buffalo,Hospitalizations,2013,25,26.15,8232,21.3
55011,Buffalo,Hospitalizations,2014,18,18.97,7762,19.98
55011,Buffalo,Hospitalizations,2015,29,30.57,8038,20.6
55011,Buffalo,Hospitalizations,2016,32,33.92,9257,23.59
55011,Buffalo,Hospitalizations,2017,34,35.96,10980,27.78
55011,Buffalo,Hospitalizations,2018,19,20.05,8443,21.2
55011,Buffalo,Hospitalizations,2019,19,20.1,7486,18.67
55011,Buffalo,Hospitalizations,2020,12,12.37,4476,11.04
55011,Buffalo,Hospitalizations,2021,8,8.24,4235,10.42
55011,Buffalo,Hospitalizations,2022,4,4.07,4210,10.32
55013,Burnett,Hospitalizations,2000,37,32.82,7874,22.62
55013,Burnett,Hospitalizations,2001,33,28.91,7766,22.16
55013,Burnett,Hospitalizations,2002,37,32.27,7425,21.01
55013,Burnett,Hospitalizations,2003,39,33.59,7385,20.72
55013,Burnett,Hospitalizations,2004,33,28.19,6857,19.07
55013,Burnett,Hospitalizations,2005,36,30.62,7885,21.72
55013,Burnett,Hospitalizations,2006,49,41.62,7077,19.31
55013,Burnett,Hospitalizations,2007,33,28.1,7410,20.01
55013,Burnett,Hospitalizations,2008,66,56.74,8732,23.35
55013,Burnett,Hospitalizations,2009,39,33.68,8450,22.4
55013,Burnett,Hospitalizations,2010,56,48.53,8233,21.64
55013,Burnett,Hospitalizations,2011,55,47.5,8520,22.27
55013,Burnett,Hospitalizations,2012,53,45.95,8376,21.78
55013,Burnett,Hospitalizations,2013,39,33.9,8232,21.3
55013,Burnett,Hospitalizations,2014,38,32.95,7762,19.98
55013,Burnett,Hospitalizations,2015,47,40.87,8038,20.6
55013,Burnett,Hospitalizations,2016,41,35.39,9257,23.59
55013,Burnett,Hospitalizations,2017,75,64.14,10980,27.78
55013,Burnett,Hospitalizations,2018,60,51.05,8443,21.2
55013,Burnett,Hospitalizations,2019,44,37.14,7486,18.67
55013,Burnett,Hospitalizations,2020,40,31.13,4476,11.04
55013,Burnett,Hospitalizations,2021,37,28.13,4235,10.42
55013,Burnett,Hospitalizations,2022,36,26.83,4210,10.32
55015,Calumet,Hospitalizations,2000,32,12.19,7874,22.62
55015,Calumet,Hospitalizations,2001,35,13.04,7766,22.16
55015,Calumet,Hospitalizations,2002,26,9.32,7425,21.01
55015,Calumet,Hospitalizations,2003,29,10.06,7385,20.72
55015,Calumet,Hospitalizations,2004,30,10.2,6857,19.07
55015,Calumet,Hospitalizations,2005,38,12.64,7885,21.72
55015,Calumet,Hospitalizations,2006,26,8.46,7077,19.31
55015,Calumet,Hospitalizations,2007,26,8.34,7410,20.01
55015,Calumet,Hospitalizations,2008,34,10.74,8732,23.35
55015,Calumet,Hospitalizations,2009,47,14.6,8450,22.4
55015,Calumet,Hospitalizations,2010,27,8.27,8233,21.64
55015,Calumet,Hospitalizations,2011,29,8.79,8520,22.27
55015,Calumet,Hospitalizations,2012,43,13,8376,21.78
55015,Calumet,Hospitalizations,2013,31,9.35,8232,21.3
55015,Calumet,Hospitalizations,2014,20,6.02,7762,19.98
55015,Calumet,Hospitalizations,2015,33,9.86,8038,20.6
55015,Calumet,Hospitalizations,2016,28,8.35,9257,23.59
55015,Calumet,Hospitalizations,2017,22,6.45,10980,27.78
55015,Calumet,Hospitalizations,2018,23,6.68,8443,21.2
55015,Calumet,Hospitalizations,2019,28,8.07,7486,18.67
55015,Calumet,Hospitalizations,2020,13,3.57,4476,11.04
55015,Calumet,Hospitalizations,2021,11,3,4235,10.42
55015,Calumet,Hospitalizations,2022,16,4.32,4210,10.32
55017,Chippewa,Hospitalizations,2000,84,23.06,7874,22.62
55017,Chippewa,Hospitalizations,2001,101,27.45,7766,22.16
55017,Chippewa,Hospitalizations,2002,87,23.36,7425,21.01
55017,Chippewa,Hospitalizations,2003,96,25.27,7385,20.72
55017,Chippewa,Hospitalizations,2004,57,14.44,6857,19.07
55017,Chippewa,Hospitalizations,2005,117,29.01,7885,21.72
55017,Chippewa,Hospitalizations,2006,78,19.1,7077,19.31
55017,Chippewa,Hospitalizations,2007,71,17.06,7410,20.01
55017,Chippewa,Hospitalizations,2008,103,24.43,8732,23.35
55017,Chippewa,Hospitalizations,2009,123,28.81,8450,22.4
55017,Chippewa,Hospitalizations,2010,114,26.39,8233,21.64
55017,Chippewa,Hospitalizations,2011,160,36.68,8520,22.27
55017,Chippewa,Hospitalizations,2012,131,29.88,8376,21.78
55017,Chippewa,Hospitalizations,2013,132,30.01,8232,21.3
55017,Chippewa,Hospitalizations,2014,141,31.82,7762,19.98
55017,Chippewa,Hospitalizations,2015,100,22.52,8038,20.6
55017,Chippewa,Hospitalizations,2016,139,31.14,9257,23.59
55017,Chippewa,Hospitalizations,2017,192,42.7,10980,27.78
55017,Chippewa,Hospitalizations,2018,111,24.45,8443,21.2
55017,Chippewa,Hospitalizations,2019,137,29.85,7486,18.67
55017,Chippewa,Hospitalizations,2020,69,14.66,4476,11.04
55017,Chippewa,Hospitalizations,2021,61,12.89,4235,10.42
55017,Chippewa,Hospitalizations,2022,70,14.69,4210,10.32
55019,Clark,Hospitalizations,2000,104,49.57,7874,22.62
55019,Clark,Hospitalizations,2001,97,45.94,7766,22.16
55019,Clark,Hospitalizations,2002,85,40.15,7425,21.01
55019,Clark,Hospitalizations,2003,67,31.47,7385,20.72
55019,Clark,Hospitalizations,2004,79,36.9,6857,19.07
55019,Clark,Hospitalizations,2005,101,47.03,7885,21.72
55019,Clark,Hospitalizations,2006,91,42.22,7077,19.31
55019,Clark,Hospitalizations,2007,88,40.59,7410,20.01
55019,Clark,Hospitalizations,2008,137,62.88,8732,23.35
55019,Clark,Hospitalizations,2009,93,42.64,8450,22.4
55019,Clark,Hospitalizations,2010,110,50.19,8233,21.64
55019,Clark,Hospitalizations,2011,97,44.32,8520,22.27
55019,Clark,Hospitalizations,2012,118,54.46,8376,21.78
55019,Clark,Hospitalizations,2013,95,43.74,8232,21.3
55019,Clark,Hospitalizations,2014,90,41.58,7762,19.98
55019,Clark,Hospitalizations,2015,71,32.83,8038,20.6
55019,Clark,Hospitalizations,2016,69,31.85,9257,23.59
55019,Clark,Hospitalizations,2017,56,25.89,10980,27.78
55019,Clark,Hospitalizations,2018,64,29.54,8443,21.2
55019,Clark,Hospitalizations,2019,78,36.05,7486,18.67
55019,Clark,Hospitalizations,2020,34,15.85,4476,11.04
55019,Clark,Hospitalizations,2021,27,12.56,4235,10.42
55019,Clark,Hospitalizations,2022,31,14.36,4210,10.32
55021,Columbia,Hospitalizations,2000,72,20.19,7874,22.62
55021,Columbia,Hospitalizations,2001,85,23.47,7766,22.16
55021,Columbia,Hospitalizations,2002,70,19.22,7425,21.01
55021,Columbia,Hospitalizations,2003,86,23.29,7385,20.72
55021,Columbia,Hospitalizations,2004,100,26.66,6857,19.07
55021,Columbia,Hospitalizations,2005,83,21.95,7885,21.72
55021,Columbia,Hospitalizations,2006,93,24.29,7077,19.31
55021,Columbia,Hospitalizations,2007,75,19.37,7410,20.01
55021,Columbia,Hospitalizations,2008,112,28.76,8732,23.35
55021,Columbia,Hospitalizations,2009,74,18.85,8450,22.4
55021,Columbia,Hospitalizations,2010,102,25.66,8233,21.64
55021,Columbia,Hospitalizations,2011,98,24.64,8520,22.27
55021,Columbia,Hospitalizations,2012,68,17.15,8376,21.78
55021,Columbia,Hospitalizations,2013,91,22.92,8232,21.3
55021,Columbia,Hospitalizations,2014,88,22.09,7762,19.98
55021,Columbia,Hospitalizations,2015,108,27.06,8038,20.6
55021,Columbia,Hospitalizations,2016,118,29.37,9257,23.59
55021,Columbia,Hospitalizations,2017,135,33.24,10980,27.78
55021,Columbia,Hospitalizations,2018,112,27.44,8443,21.2
55021,Columbia,Hospitalizations,2019,105,25.47,7486,18.67
55021,Columbia,Hospitalizations,2020,72,17.21,4476,11.04
55021,Columbia,Hospitalizations,2021,49,11.67,4235,10.42
55021,Columbia,Hospitalizations,2022,32,7.62,4210,10.32
55023,Crawford,Hospitalizations,2000,35,30.88,7874,22.62
55023,Crawford,Hospitalizations,2001,34,30.07,7766,22.16
55023,Crawford,Hospitalizations,2002,27,23.74,7425,21.01
55023,Crawford,Hospitalizations,2003,26,22.85,7385,20.72
55023,Crawford,Hospitalizations,2004,18,15.63,6857,19.07
55023,Crawford,Hospitalizations,2005,36,31.17,7885,21.72
55023,Crawford,Hospitalizations,2006,25,21.46,7077,19.31
55023,Crawford,Hospitalizations,2007,33,28.02,7410,20.01
55023,Crawford,Hospitalizations,2008,34,28.8,8732,23.35
55023,Crawford,Hospitalizations,2009,38,32.12,8450,22.4
55023,Crawford,Hospitalizations,2010,25,21.16,8233,21.64
55023,Crawford,Hospitalizations,2011,46,38.71,8520,22.27
55023,Crawford,Hospitalizations,2012,46,38.92,8376,21.78
55023,Crawford,Hospitalizations,2013,39,33.35,8232,21.3
55023,Crawford,Hospitalizations,2014,25,21.43,7762,19.98
55023,Crawford,Hospitalizations,2015,44,37.66,8038,20.6
55023,Crawford,Hospitalizations,2016,41,35.19,9257,23.59
55023,Crawford,Hospitalizations,2017,53,45.46,10980,27.78
55023,Crawford,Hospitalizations,2018,41,34.96,8443,21.2
55023,Crawford,Hospitalizations,2019,37,31.57,7486,18.67
55023,Crawford,Hospitalizations,2020,19,16.26,4476,11.04
55023,Crawford,Hospitalizations,2021,11,9.39,4235,10.42
55023,Crawford,Hospitalizations,2022,18,15.35,4210,10.32
55025,Dane,Hospitalizations,2000,386,14.26,7874,22.62
55025,Dane,Hospitalizations,2001,380,13.9,7766,22.16
55025,Dane,Hospitalizations,2002,411,14.82,7425,21.01
55025,Dane,Hospitalizations,2003,379,13.47,7385,20.72
55025,Dane,Hospitalizations,2004,349,12.22,6857,19.07
55025,Dane,Hospitalizations,2005,392,13.5,7885,21.72
55025,Dane,Hospitalizations,2006,331,11.2,7077,19.31
55025,Dane,Hospitalizations,2007,338,11.19,7410,20.01
55025,Dane,Hospitalizations,2008,420,13.62,8732,23.35
55025,Dane,Hospitalizations,2009,445,14.14,8450,22.4
55025,Dane,Hospitalizations,2010,458,14.33,8233,21.64
55025,Dane,Hospitalizations,2011,564,17.42,8520,22.27
55025,Dane,Hospitalizations,2012,419,12.78,8376,21.78
55025,Dane,Hospitalizations,2013,375,11.3,8232,21.3
55025,Dane,Hospitalizations,2014,385,11.45,7762,19.98
55025,Dane,Hospitalizations,2015,387,11.35,8038,20.6
55025,Dane,Hospitalizations,2016,481,13.86,9257,23.59
55025,Dane,Hospitalizations,2017,545,15.43,10980,27.78
55025,Dane,Hospitalizations,2018,385,10.72,8443,21.2
55025,Dane,Hospitalizations,2019,307,8.43,7486,18.67
55025,Dane,Hospitalizations,2020,179,4.81,4476,11.04
55025,Dane,Hospitalizations,2021,205,5.47,4235,10.42
55025,Dane,Hospitalizations,2022,193,5.11,4210,10.32
55027,Dodge,Hospitalizations,2000,99,17.19,7874,22.62
55027,Dodge,Hospitalizations,2001,129,22.23,7766,22.16
55027,Dodge,Hospitalizations,2002,123,21.01,7425,21.01
55027,Dodge,Hospitalizations,2003,114,19.29,7385,20.72
55027,Dodge,Hospitalizations,2004,80,13.4,6857,19.07
55027,Dodge,Hospitalizations,2005,112,18.61,7885,21.72
55027,Dodge,Hospitalizations,2006,108,17.73,7077,19.31
55027,Dodge,Hospitalizations,2007,113,18.36,7410,20.01
55027,Dodge,Hospitalizations,2008,175,28.24,8732,23.35
55027,Dodge,Hospitalizations,2009,208,33.56,8450,22.4
55027,Dodge,Hospitalizations,2010,173,27.74,8233,21.64
55027,Dodge,Hospitalizations,2011,188,30.16,8520,22.27
55027,Dodge,Hospitalizations,2012,183,29.29,8376,21.78
55027,Dodge,Hospitalizations,2013,181,28.98,8232,21.3
55027,Dodge,Hospitalizations,2014,153,24.45,7762,19.98
55027,Dodge,Hospitalizations,2015,161,25.71,8038,20.6
55027,Dodge,Hospitalizations,2016,164,26.17,9257,23.59
55027,Dodge,Hospitalizations,2017,185,29.31,10980,27.78
55027,Dodge,Hospitalizations,2018,164,25.81,8443,21.2
55027,Dodge,Hospitalizations,2019,142,22.3,7486,18.67
55027,Dodge,Hospitalizations,2020,105,16.2,4476,11.04
55027,Dodge,Hospitalizations,2021,69,10.72,4235,10.42
55027,Dodge,Hospitalizations,2022,65,10.09,4210,10.32
55029,Door,Hospitalizations,2000,55,27.32,7874,22.62
55029,Door,Hospitalizations,2001,60,29.54,7766,22.16
55029,Door,Hospitalizations,2002,80,39.02,7425,21.01
55029,Door,Hospitalizations,2003,74,35.88,7385,20.72
55029,Door,Hospitalizations,2004,82,39.77,6857,19.07
55029,Door,Hospitalizations,2005,89,42.99,7885,21.72
55029,Door,Hospitalizations,2006,43,20.63,7077,19.31
55029,Door,Hospitalizations,2007,46,22.01,7410,20.01
55029,Door,Hospitalizations,2008,51,24.22,8732,23.35
55029,Door,Hospitalizations,2009,68,32.24,8450,22.4
55029,Door,Hospitalizations,2010,75,35.49,8233,21.64
55029,Door,Hospitalizations,2011,49,23.15,8520,22.27
55029,Door,Hospitalizations,2012,51,24.21,8376,21.78
55029,Door,Hospitalizations,2013,62,29.34,8232,21.3
55029,Door,Hospitalizations,2014,41,19.44,7762,19.98
55029,Door,Hospitalizations,2015,31,14.73,8038,20.6
55029,Door,Hospitalizations,2016,30,14.2,9257,23.59
55029,Door,Hospitalizations,2017,30,14.11,10980,27.78
55029,Door,Hospitalizations,2018,34,15.81,8443,21.2
55029,Door,Hospitalizations,2019,35,16.13,7486,18.67
